,property_type,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,host_identity_verified,instant_bookable,number_of_reviews,review_scores_rating,bedrooms,beds,price,host_response,amenities_ratio,regions
6299,6,1,2,1.0,2,1,0,0,1,100.0,1.0,1.0,89.99999999999967,1,0.2077922077922078,9
6300,5,1,2,1.0,2,1,1,0,10,98.0,1.0,1.0,83.99999999999999,1,0.2597402597402597,7
6301,5,2,4,1.5,2,1,1,0,16,98.0,2.0,3.0,249.99999999999991,0,0.2727272727272727,1
6302,6,1,2,1.0,2,1,1,0,1,100.0,1.0,1.0,69.00000000000001,1,0.1948051948051948,8
6303,6,1,2,3.0,1,0,0,0,83,92.0,1.0,1.0,100.00000000000004,0,0.18181818181818185,9
6305,6,2,2,1.0,1,0,1,0,8,100.0,1.0,1.0,119.00000000000013,1,0.3116883116883117,7
6306,5,2,4,1.0,1,1,1,1,47,96.0,1.0,2.0,169.0,1,0.3376623376623377,1
6307,6,2,4,1.0,2,1,1,0,12,97.0,2.0,2.0,128.99999999999997,1,0.16883116883116886,8
6308,6,2,3,1.0,0,1,1,0,59,97.0,1.0,2.0,159.0,1,0.2727272727272727,8
6309,6,1,2,1.0,0,1,1,0,85,97.0,1.0,1.0,64.99999999999999,1,0.2597402597402597,3
6310,5,1,2,1.0,0,1,0,0,8,100.0,1.0,1.0,95.0,1,0.15584415584415584,7
6311,6,2,6,2.0,2,1,0,1,50,90.0,2.0,2.0,149.0,1,0.2727272727272727,4
6312,6,2,2,1.0,2,1,0,0,6,93.0,1.0,1.0,249.99999999999991,1,0.2597402597402597,8
6313,6,2,3,1.0,2,1,1,0,66,99.0,1.0,1.0,139.99999999999994,1,0.2727272727272727,5
6314,6,2,3,1.0,0,1,0,0,13,100.0,0.0,2.0,125.00000000000004,1,0.3246753246753247,4
6315,3,1,2,1.0,2,1,0,1,17,92.0,1.0,2.0,70.00000000000003,1,0.2727272727272727,2
6316,6,2,2,1.0,1,1,1,0,112,88.0,1.0,1.0,99.0,1,0.2727272727272727,8
6317,5,1,2,1.5,0,0,1,0,71,99.0,1.0,2.0,32.0,1,0.3116883116883117,3
6318,6,2,2,1.0,0,1,0,0,1,100.0,1.0,1.0,110.00000000000004,1,0.2727272727272727,8
6319,5,1,2,1.0,1,1,1,0,1,100.0,1.0,1.0,74.99999999999997,1,0.12987012987012986,0
6320,5,1,2,1.0,2,1,1,0,30,99.0,1.0,1.0,88.99999999999999,1,0.2987012987012987,8
6323,1,2,2,1.0,2,1,1,1,24,100.0,1.0,1.0,89.99999999999967,1,0.18181818181818185,7
6324,6,1,2,1.0,2,1,1,0,9,96.0,1.0,1.0,74.99999999999997,1,0.24675324675324675,9
6325,6,1,1,1.0,1,0,1,0,19,98.0,1.0,1.0,129.99999999999997,1,0.2077922077922078,6
6326,5,1,2,2.0,0,1,1,0,2,100.0,1.0,2.0,52.000000000000036,0,0.24675324675324675,7
6327,6,2,4,1.0,2,1,1,0,49,100.0,2.0,2.0,184.99999999999991,1,0.2727272727272727,5
6328,5,1,2,1.5,1,0,1,0,35,88.0,1.0,1.0,70.00000000000003,1,0.12987012987012986,4
6330,6,2,3,1.0,2,1,1,0,8,97.0,1.0,1.0,119.99999999999996,0,0.14285714285714285,3
6331,6,1,3,1.0,2,1,0,0,2,100.0,1.0,2.0,34.99999999999999,1,0.06493506493506493,7
6333,6,0,1,1.0,2,1,0,1,2,100.0,1.0,1.0,36.0,0,0.2077922077922078,8
6334,3,1,1,1.0,1,1,1,0,75,98.0,1.0,1.0,95.0,0,0.16883116883116886,6
6336,5,2,4,1.5,1,1,1,0,45,95.0,2.0,2.0,128.99999999999997,1,0.2987012987012987,7
6337,6,1,2,1.0,2,1,1,0,25,98.0,1.0,1.0,139.99999999999994,0,0.1038961038961039,9
6340,5,1,4,1.0,0,1,0,1,31,89.0,1.0,2.0,79.99999999999997,0,0.2077922077922078,8
6341,6,2,4,1.0,1,1,0,1,5,100.0,1.0,1.0,85.00000000000001,0,0.2077922077922078,3
6342,5,2,2,1.0,0,0,1,0,36,99.0,1.0,1.0,125.00000000000004,1,0.14285714285714285,1
6343,6,1,2,1.0,1,1,1,0,88,90.0,1.0,1.0,99.0,1,0.35064935064935066,9
6344,6,0,2,1.0,1,1,1,0,11,93.0,1.0,1.0,79.0,1,0.14285714285714285,8
6345,5,2,3,1.0,2,1,1,0,19,98.0,1.0,1.0,260.00000000000017,1,0.18181818181818185,6
6348,6,1,2,1.5,1,0,1,0,67,92.0,1.0,1.0,57.99999999999999,1,0.2857142857142857,7
6349,5,1,3,2.0,1,1,0,0,90,92.0,1.0,1.0,64.99999999999999,1,0.3246753246753247,7
6350,6,0,1,1.0,0,0,0,1,5,100.0,1.0,1.0,25.00000000000001,1,0.15584415584415584,1
6351,6,1,1,1.0,1,1,1,0,2,90.0,1.0,1.0,39.99999999999998,0,0.16883116883116886,9
6353,6,2,2,1.0,2,1,0,1,2,100.0,0.0,1.0,79.99999999999997,1,0.24675324675324675,8
6355,6,2,2,1.0,2,1,1,0,7,94.0,1.0,1.0,45.00000000000002,1,0.18181818181818185,0
6356,6,1,2,1.0,1,1,1,0,22,96.0,1.0,1.0,146.99999999999997,1,0.4025974025974026,8
6357,6,2,4,1.0,2,1,0,0,46,93.0,1.0,1.0,125.00000000000004,1,0.14285714285714285,9
6358,6,1,1,1.0,2,1,0,0,2,90.0,1.0,1.0,71.00000000000007,0,0.16883116883116886,9
6359,6,1,1,1.0,2,1,1,0,5,100.0,1.0,1.0,88.99999999999999,0,0.4025974025974026,9
6361,5,2,3,1.0,2,1,1,0,137,96.0,1.0,1.0,128.99999999999997,1,0.35064935064935066,7
6362,6,2,4,1.0,2,1,0,1,61,98.0,1.0,2.0,195.0,1,0.2727272727272727,6
6363,6,1,2,1.0,2,1,1,0,9,91.0,1.0,1.0,95.0,1,0.2597402597402597,9
6364,6,0,1,1.0,0,0,0,0,1,100.0,1.0,1.0,55.00000000000002,0,0.18181818181818185,7
6366,3,0,4,8.0,0,1,0,1,4,100.0,1.0,1.0,44.00000000000002,1,0.14285714285714285,5
6367,6,1,1,1.0,1,1,1,0,18,92.0,1.0,1.0,85.00000000000001,1,0.5714285714285714,9
6368,5,1,1,1.0,0,1,1,0,1,100.0,0.0,1.0,50.000000000000036,1,0.16883116883116886,0
6369,6,1,3,1.0,2,1,0,1,15,96.0,1.0,1.0,108.99999999999996,1,0.2987012987012987,6
6370,3,1,1,1.0,1,1,0,1,85,88.0,1.0,1.0,81.99999999999993,1,0.18181818181818185,9
6371,6,2,5,1.0,1,1,1,1,17,94.0,1.0,2.0,199.0,1,0.2857142857142857,7
6372,6,1,1,1.0,2,1,1,0,40,96.0,1.0,1.0,85.00000000000001,1,0.16883116883116886,9
6373,6,1,2,1.0,0,1,1,0,55,93.0,1.0,2.0,69.00000000000001,1,0.2857142857142857,2
6375,5,1,3,1.0,2,1,0,1,6,92.0,1.0,2.0,36.0,1,0.15584415584415584,7
6376,6,2,2,1.0,2,1,1,0,37,99.0,1.0,1.0,343.9999999999996,1,0.37662337662337664,9
6378,6,2,2,1.0,0,1,0,1,3,100.0,0.0,1.0,89.99999999999967,1,0.3246753246753247,8
6379,5,2,4,1.0,2,1,0,0,2,100.0,0.0,2.0,89.99999999999967,1,0.2077922077922078,5
6380,5,1,2,1.0,0,0,0,1,26,93.0,1.0,1.0,64.99999999999999,1,0.2987012987012987,3
6381,6,2,3,1.0,2,1,1,0,3,93.0,1.0,1.0,195.0,0,0.18181818181818185,9
6382,6,2,4,1.0,1,1,0,0,27,97.0,0.0,2.0,115.0,1,0.37662337662337664,2
6383,1,1,4,2.5,0,1,1,0,1,100.0,1.0,2.0,59.00000000000002,1,0.2207792207792208,7
6385,1,2,4,1.0,0,1,1,1,1,100.0,0.0,2.0,289.99999999999994,1,0.2987012987012987,7
6386,6,1,2,1.0,0,0,1,0,31,94.0,1.0,1.0,89.99999999999967,1,0.1948051948051948,9
6387,6,2,6,2.5,2,1,1,0,5,100.0,2.0,2.0,100.00000000000004,1,0.2987012987012987,7
6388,6,2,4,1.0,0,1,1,1,9,96.0,1.0,1.0,119.99999999999996,1,0.1948051948051948,7
6389,6,1,3,1.5,1,0,1,1,62,90.0,1.0,3.0,115.0,0,0.3376623376623377,9
6390,5,1,2,2.0,1,1,0,0,4,100.0,1.0,1.0,59.00000000000002,1,0.16883116883116886,9
6393,6,2,2,1.0,2,1,1,0,5,100.0,2.0,2.0,95.0,1,0.2077922077922078,3
6395,4,1,1,1.5,2,1,1,0,2,100.0,1.0,1.0,48.00000000000005,1,0.24675324675324675,4
6396,6,1,2,1.0,1,1,0,1,80,93.0,1.0,1.0,81.00000000000003,1,0.1948051948051948,8
6397,6,2,2,1.0,2,1,1,0,131,94.0,1.0,1.0,110.00000000000004,1,0.2077922077922078,8
6398,6,2,2,1.0,1,1,0,0,26,100.0,0.0,1.0,99.0,1,0.15584415584415584,3
6399,6,1,2,1.0,2,1,0,0,58,93.0,1.0,1.0,88.99999999999999,1,0.2077922077922078,8
6400,6,2,3,1.0,0,0,1,1,5,96.0,1.0,1.0,110.00000000000004,1,0.2207792207792208,8
6402,6,1,1,1.0,1,1,1,0,21,99.0,1.0,1.0,70.00000000000003,1,0.24675324675324675,2
6403,6,2,4,1.0,0,1,0,1,3,100.0,2.0,2.0,160.00000000000026,1,0.16883116883116886,8
6404,6,2,4,1.0,2,1,1,0,21,93.0,2.0,2.0,295.0000000000001,1,0.2207792207792208,6
6405,6,2,4,1.0,2,0,1,1,57,94.0,2.0,3.0,104.99999999999996,1,0.2727272727272727,8
6406,6,2,2,1.0,2,1,1,0,29,95.0,1.0,1.0,169.0,1,0.2857142857142857,9
6408,6,2,4,1.0,2,0,0,1,13,100.0,2.0,3.0,88.99999999999999,1,0.2597402597402597,3
6409,6,2,4,1.0,2,1,0,1,39,90.0,1.0,1.0,184.99999999999991,1,0.18181818181818185,9
6410,5,2,2,1.0,1,1,0,0,27,99.0,1.0,1.0,100.00000000000004,1,0.3376623376623377,6
6411,5,0,2,1.0,2,1,1,0,11,89.0,1.0,1.0,39.99999999999998,1,0.1038961038961039,2
6413,6,2,2,1.0,0,1,1,0,1,100.0,0.0,1.0,64.99999999999999,1,0.2077922077922078,5
6414,6,1,1,1.0,1,1,1,0,2,90.0,1.0,1.0,79.99999999999997,0,0.23376623376623376,9
6415,5,1,2,1.0,2,1,0,0,11,95.0,1.0,1.0,62.99999999999999,1,0.3246753246753247,4
6416,5,2,3,1.0,1,1,1,0,8,95.0,1.0,2.0,96.0,1,0.4415584415584416,2
6419,6,1,3,1.0,0,1,1,0,1,100.0,1.0,1.0,115.0,1,0.18181818181818185,8
6421,6,2,4,1.0,2,1,0,1,3,93.0,1.0,3.0,189.00000000000043,1,0.3116883116883117,7
6422,6,1,2,1.0,0,1,1,0,12,97.0,1.0,1.0,55.00000000000002,1,0.1948051948051948,3
6423,6,0,1,1.0,2,1,1,0,3,100.0,1.0,1.0,32.999999999999986,1,0.4805194805194805,8
6424,6,2,4,1.0,1,1,1,1,47,95.0,1.0,2.0,158.00000000000003,1,0.3246753246753247,8
6425,6,2,4,1.0,2,1,1,1,31,95.0,1.0,1.0,144.99999999999997,1,0.24675324675324675,4
6426,5,1,2,1.0,1,1,1,1,23,93.0,1.0,1.0,88.99999999999999,1,0.1948051948051948,1
6427,5,1,1,1.0,1,1,1,0,3,100.0,1.0,1.0,55.00000000000002,0,0.2597402597402597,1
6428,6,1,2,1.0,0,0,0,0,16,89.0,1.0,1.0,100.00000000000004,1,0.11688311688311688,4
6430,6,2,4,1.0,2,1,0,1,20,88.0,1.0,2.0,189.00000000000043,1,0.23376623376623376,2
6432,5,1,2,1.0,2,1,1,1,117,96.0,1.0,1.0,125.00000000000004,1,0.37662337662337664,6
6433,5,2,2,1.0,1,1,1,0,47,98.0,1.0,2.0,108.99999999999996,1,0.2857142857142857,1
6434,6,1,2,1.0,1,1,1,1,4,100.0,1.0,1.0,54.00000000000001,1,0.2987012987012987,7
6435,6,2,4,1.0,0,1,1,0,10,98.0,1.0,2.0,164.9999999999998,1,0.18181818181818185,9
6437,3,2,4,1.0,1,1,1,0,113,95.0,1.0,2.0,95.0,1,0.2857142857142857,1
6439,6,1,2,1.0,2,1,1,0,70,96.0,1.0,1.0,137.00000000000003,1,0.5194805194805194,6
6440,6,1,1,1.0,1,1,1,0,16,100.0,1.0,1.0,48.99999999999999,1,0.2727272727272727,9
6441,6,1,2,1.5,2,1,0,1,7,97.0,1.0,1.0,82.9999999999999,1,0.16883116883116886,9
6442,5,2,6,2.0,2,1,1,0,61,97.0,2.0,2.0,570.0000000000002,1,0.35064935064935066,7
6444,6,2,4,2.0,2,1,1,1,71,96.0,2.0,2.0,142.99999999999994,1,0.3376623376623377,7
6445,2,1,2,2.0,0,0,1,0,78,99.0,1.0,1.0,100.00000000000004,1,0.15584415584415584,3
6446,6,1,2,1.0,1,0,1,0,2,100.0,1.0,1.0,79.0,1,0.16883116883116886,9
6447,6,2,2,1.0,1,1,1,0,37,92.0,0.0,1.0,79.0,1,0.24675324675324675,7
6448,6,2,4,1.0,0,0,1,0,32,98.0,1.0,2.0,258.0,1,0.18181818181818185,5
6449,6,2,2,1.0,2,1,1,0,5,88.0,1.0,1.0,104.99999999999996,1,0.1948051948051948,8
6451,6,1,2,1.0,2,0,1,0,85,92.0,1.0,1.0,81.00000000000003,0,0.05194805194805195,9
6453,6,1,4,1.0,1,1,0,1,35,91.0,1.0,1.0,55.00000000000002,1,0.23376623376623376,0
6455,6,2,5,1.5,2,1,1,0,108,91.0,2.0,3.0,223.00000000000043,1,0.2857142857142857,8
6456,6,2,3,1.0,1,1,0,1,86,91.0,1.0,1.0,100.00000000000004,0,0.11688311688311688,8
6457,6,1,2,1.0,2,1,1,0,7,97.0,1.0,1.0,95.0,0,0.15584415584415584,9
6458,6,2,4,1.0,2,1,1,0,97,91.0,2.0,2.0,320.00000000000017,1,0.16883116883116886,9
6459,6,2,6,2.0,0,0,0,1,24,100.0,2.0,3.0,698.9999999999987,1,0.8051948051948052,9
6461,5,2,2,1.0,2,1,1,0,8,93.0,1.0,1.0,224.9999999999998,1,0.23376623376623376,7
6462,6,1,2,1.0,2,1,1,0,5,96.0,1.0,1.0,59.99999999999999,0,0.18181818181818185,8
6464,6,2,4,1.0,2,1,1,1,5,100.0,1.0,2.0,100.00000000000004,1,0.15584415584415584,8
6465,6,1,2,1.5,2,1,1,1,3,100.0,2.0,2.0,262.99999999999983,1,0.23376623376623376,9
6466,6,2,3,1.0,1,0,1,0,18,99.0,1.0,1.0,230.00000000000026,1,0.3376623376623377,6
6467,6,2,2,1.0,0,0,0,0,19,99.0,0.0,1.0,199.99999999999991,1,0.2987012987012987,9
6470,6,0,1,1.0,1,1,1,0,52,97.0,1.0,1.0,50.000000000000036,1,0.23376623376623376,9
6471,0,2,4,1.0,1,1,1,0,22,98.0,1.0,2.0,79.0,1,0.3376623376623377,7
6472,6,1,2,1.0,2,1,1,0,81,94.0,1.0,1.0,81.99999999999993,1,0.15584415584415584,9
6473,6,1,2,1.0,1,1,1,0,42,94.0,1.0,1.0,39.99999999999998,1,0.14285714285714285,0
6474,6,2,2,1.0,1,1,1,0,9,98.0,1.0,1.0,79.99999999999997,1,0.16883116883116886,0
6476,6,2,3,1.0,1,1,1,0,17,94.0,1.0,1.0,129.99999999999997,1,0.2597402597402597,0
6477,6,0,2,1.0,0,0,1,0,3,100.0,1.0,1.0,38.99999999999999,1,0.2597402597402597,2
6481,6,2,4,1.0,1,1,1,0,5,96.0,1.0,1.0,128.99999999999997,1,0.2597402597402597,8
6484,6,1,2,1.0,2,0,1,0,4,90.0,1.0,1.0,50.000000000000036,1,0.24675324675324675,8
6485,3,2,2,1.0,0,1,1,1,1,100.0,1.0,1.0,249.99999999999991,0,0.2207792207792208,6
6487,6,2,2,1.0,2,1,0,0,28,91.0,1.0,1.0,89.99999999999967,1,0.2597402597402597,8
6488,6,1,2,1.0,1,0,1,0,23,91.0,1.0,1.0,59.99999999999999,1,0.3116883116883117,8
6489,6,1,3,1.0,1,1,1,0,12,100.0,1.0,1.0,108.99999999999996,0,0.2077922077922078,9
6490,5,1,1,3.0,2,1,0,0,1,100.0,1.0,1.0,30.000000000000004,1,0.2857142857142857,4
6491,6,1,2,1.0,2,1,0,1,5,90.0,1.0,1.0,88.99999999999999,1,0.16883116883116886,9
6492,6,2,4,1.0,2,1,1,0,4,95.0,1.0,2.0,349.99999999999983,1,0.16883116883116886,7
6493,6,1,2,1.0,0,1,0,0,1,100.0,1.0,1.0,63.99999999999998,1,0.14285714285714285,8
6494,6,1,1,1.0,2,1,0,0,13,95.0,1.0,1.0,64.99999999999999,0,0.2207792207792208,8
6495,5,2,4,2.0,1,1,1,0,37,97.0,2.0,3.0,245.00000000000009,1,0.5194805194805194,7
6496,0,1,2,1.0,0,1,0,0,8,93.0,1.0,2.0,37.99999999999999,1,0.3376623376623377,8
6497,5,1,2,0.0,2,1,1,1,9,100.0,1.0,1.0,32.999999999999986,1,0.15584415584415584,0
6498,4,1,2,1.0,1,1,1,1,8,100.0,1.0,1.0,64.99999999999999,1,0.2857142857142857,3
6499,1,2,4,1.0,0,1,1,0,2,100.0,0.0,1.0,275.00000000000057,1,0.24675324675324675,9
6500,6,1,2,1.0,1,1,1,0,15,92.0,1.0,1.0,76.99999999999996,0,0.3636363636363637,2
6501,6,2,2,1.0,1,1,0,0,8,95.0,1.0,1.0,175.00000000000009,1,0.16883116883116886,6
6502,6,1,4,1.5,0,0,0,0,6,97.0,2.0,2.0,50.000000000000036,1,0.3116883116883117,8
6503,6,2,6,2.0,1,1,1,0,9,98.0,2.0,3.0,324.99999999999994,0,0.18181818181818185,6
6504,6,1,1,1.0,0,1,1,0,5,100.0,1.0,1.0,50.000000000000036,1,0.14285714285714285,8
6505,4,2,4,1.0,0,0,1,0,47,99.0,1.0,2.0,169.0,1,0.2987012987012987,3
6506,5,2,2,1.0,2,1,1,1,59,99.0,1.0,1.0,135.00000000000003,1,0.12987012987012986,7
6507,5,2,5,1.0,2,1,0,0,49,89.0,2.0,3.0,199.0,1,0.3116883116883117,4
6508,5,1,3,1.0,0,1,1,1,100,95.0,1.0,1.0,30.000000000000004,1,0.2727272727272727,5
6509,6,2,4,1.0,1,1,0,0,61,95.0,1.0,1.0,108.00000000000004,1,0.37662337662337664,8
6510,6,1,1,1.0,2,1,0,0,1,100.0,1.0,3.0,100.00000000000004,1,0.1038961038961039,9
6511,6,1,2,1.0,0,1,1,0,3,93.0,1.0,1.0,79.99999999999997,1,0.2857142857142857,9
6512,6,2,4,2.0,0,1,0,0,1,100.0,2.0,2.0,349.99999999999983,1,0.2597402597402597,6
6513,6,1,2,1.0,0,1,1,1,3,90.0,1.0,1.0,199.99999999999991,1,0.06493506493506493,8
6514,6,1,1,2.0,2,1,1,1,57,89.0,1.0,1.0,59.99999999999999,1,0.3116883116883117,8
6516,6,2,4,1.0,2,1,1,0,8,100.0,1.0,2.0,149.99999999999997,1,0.1948051948051948,9
6519,6,2,2,1.0,1,1,1,0,18,94.0,1.0,1.0,164.9999999999998,1,0.09090909090909093,7
6520,4,1,2,1.0,1,0,0,1,4,100.0,1.0,1.0,74.99999999999997,1,0.2207792207792208,4
6522,5,1,4,1.0,0,1,1,0,13,100.0,1.0,1.0,249.99999999999991,1,0.2727272727272727,6
6524,6,2,4,1.0,0,1,1,0,5,96.0,1.0,2.0,119.99999999999996,0,0.14285714285714285,8
6526,6,1,2,1.0,0,1,0,0,4,100.0,1.0,1.0,99.0,1,0.2727272727272727,8
6530,5,2,4,2.0,1,1,1,0,92,99.0,2.0,2.0,155.00000000000003,1,0.3376623376623377,7
6531,6,1,1,1.0,1,1,0,0,16,98.0,1.0,1.0,51.0,1,0.18181818181818185,8
6532,5,1,2,1.0,0,1,0,1,54,96.0,1.0,1.0,50.000000000000036,1,0.15584415584415584,2
6533,6,2,3,1.0,0,1,1,0,10,98.0,0.0,1.0,149.99999999999997,1,0.2207792207792208,9
6534,6,2,6,1.0,2,1,1,1,28,89.0,2.0,3.0,248.9999999999997,0,0.2597402597402597,9
6535,6,2,4,1.0,1,1,1,1,13,92.0,1.0,2.0,129.99999999999997,1,0.3116883116883117,7
6536,5,1,2,1.0,1,1,1,0,32,99.0,1.0,1.0,89.99999999999967,0,0.2077922077922078,7
6538,5,2,3,1.0,2,1,1,0,126,96.0,1.0,2.0,100.00000000000004,1,0.3116883116883117,7
6539,5,2,2,1.0,2,1,1,1,105,96.0,0.0,1.0,125.00000000000004,1,0.2597402597402597,7
6540,6,1,2,1.0,1,1,1,0,14,96.0,1.0,1.0,100.00000000000004,1,0.3246753246753247,5
6544,6,2,2,1.0,2,1,0,0,8,100.0,0.0,1.0,99.0,1,0.1948051948051948,8
6548,4,1,2,1.0,2,0,1,0,24,99.0,1.0,1.0,179.99999999999991,1,0.4025974025974026,2
6549,6,2,3,1.0,1,1,0,0,1,100.0,1.0,1.0,138.99999999999997,1,0.2077922077922078,9
6551,6,1,2,1.0,2,1,0,1,117,95.0,1.0,1.0,50.000000000000036,0,0.2857142857142857,8
6552,5,2,2,1.0,1,0,0,0,18,100.0,1.0,1.0,85.00000000000001,1,0.2597402597402597,2
6553,6,1,1,1.0,2,0,1,1,31,94.0,1.0,1.0,42.99999999999997,1,0.14285714285714285,9
6554,6,2,4,1.0,2,1,1,0,96,94.0,1.0,1.0,149.0,0,0.23376623376623376,9
6555,6,2,5,1.0,2,1,0,1,7,89.0,2.0,3.0,236.00000000000009,1,0.1948051948051948,9
6556,5,1,2,1.0,0,0,0,1,47,92.0,1.0,1.0,45.00000000000002,1,0.12987012987012986,2
6557,6,2,2,1.0,2,1,0,0,94,94.0,0.0,1.0,100.00000000000004,1,0.16883116883116886,9
6558,6,2,4,1.0,1,1,0,1,1,100.0,2.0,3.0,210.0,1,0.2207792207792208,8
6559,6,1,1,1.0,2,1,1,0,2,100.0,1.0,1.0,50.000000000000036,1,0.1948051948051948,8
6560,6,1,2,1.0,2,1,1,1,6,97.0,1.0,1.0,70.00000000000003,0,0.2207792207792208,8
6561,5,1,2,1.0,0,1,0,0,49,98.0,1.0,1.0,63.99999999999998,1,0.2207792207792208,7
6562,6,1,3,1.0,2,1,0,0,3,100.0,1.0,2.0,78.0,1,0.4545454545454545,8
6563,6,1,2,1.0,1,1,1,0,30,96.0,1.0,1.0,89.99999999999967,1,0.2727272727272727,9
6565,6,2,2,1.0,1,1,1,0,16,100.0,1.0,1.0,548.9999999999999,1,0.4025974025974026,9
6566,6,1,2,1.0,0,1,1,0,9,96.0,1.0,1.0,55.00000000000002,1,0.12987012987012986,6
6567,6,2,2,1.0,1,1,1,0,3,100.0,0.0,1.0,79.99999999999997,1,0.24675324675324675,5
6570,5,1,2,1.0,1,1,1,0,50,97.0,1.0,1.0,139.99999999999994,1,0.3636363636363637,8
6571,6,1,4,1.0,2,0,0,0,4,95.0,2.0,2.0,78.0,1,0.1948051948051948,8
6572,6,2,6,1.0,1,1,0,0,25,99.0,2.0,3.0,119.99999999999996,1,0.2987012987012987,8
6574,5,1,2,1.0,1,1,0,1,115,97.0,1.0,1.0,88.99999999999999,1,0.2207792207792208,7
6575,6,1,2,1.0,1,0,1,1,46,97.0,1.0,1.0,51.0,1,0.2597402597402597,3
6577,6,2,2,1.0,1,1,1,0,23,95.0,0.0,1.0,135.00000000000003,1,0.24675324675324675,6
6578,6,2,2,1.0,2,0,1,0,3,93.0,1.0,1.0,79.99999999999997,1,0.2207792207792208,9
6579,5,1,2,1.0,1,1,1,0,115,97.0,1.0,2.0,99.0,1,0.23376623376623376,6
6580,6,1,2,1.0,2,1,1,1,43,95.0,1.0,2.0,125.00000000000004,1,0.2727272727272727,9
6581,6,1,1,1.0,2,1,1,0,42,98.0,1.0,1.0,76.0,1,0.2857142857142857,3
6582,6,1,2,1.0,2,1,1,0,58,88.0,1.0,1.0,106.99999999999996,1,0.3376623376623377,9
6584,6,2,2,1.0,2,1,1,1,118,93.0,0.0,1.0,119.99999999999996,1,0.4545454545454545,8
6586,6,1,2,1.0,2,1,1,0,71,97.0,1.0,1.0,100.00000000000004,1,0.2207792207792208,7
6587,5,1,2,1.5,2,1,1,0,33,93.0,1.0,1.0,85.00000000000001,1,0.2077922077922078,9
6588,4,2,6,2.0,2,1,1,0,7,100.0,2.0,2.0,99.0,1,0.4025974025974026,3
6589,6,1,1,1.0,1,0,1,0,10,100.0,1.0,1.0,69.00000000000001,1,0.16883116883116886,2
6590,6,1,4,1.0,1,1,1,0,37,94.0,1.0,2.0,62.00000000000001,0,0.15584415584415584,8
6593,5,2,3,1.0,0,0,0,0,6,100.0,0.0,2.0,199.99999999999991,1,0.1948051948051948,7
6594,6,2,6,2.0,2,1,0,1,59,91.0,2.0,3.0,99.0,1,0.3116883116883117,4
6595,6,2,2,1.0,2,1,1,0,23,90.0,0.0,1.0,144.99999999999997,1,0.18181818181818185,9
6597,3,2,2,1.0,1,1,0,0,1,100.0,0.0,1.0,125.00000000000004,1,0.2597402597402597,6
6598,5,2,5,2.5,0,1,0,0,4,95.0,2.0,3.0,199.99999999999991,0,0.24675324675324675,3
6600,6,2,6,1.0,1,1,0,1,67,94.0,2.0,3.0,128.99999999999997,1,0.2077922077922078,8
6601,5,2,3,1.0,1,1,0,0,1,100.0,1.0,2.0,95.0,1,0.3116883116883117,1
6603,6,1,2,1.5,2,1,0,1,3,100.0,1.0,1.0,69.00000000000001,1,0.24675324675324675,7
6605,6,1,2,1.0,2,0,1,0,97,95.0,1.0,1.0,74.00000000000003,1,0.2857142857142857,2
6607,5,2,2,1.0,2,1,1,0,28,94.0,1.0,1.0,184.0000000000002,1,0.2857142857142857,7
6608,6,2,4,1.0,0,0,1,1,4,100.0,1.0,1.0,254.99999999999991,1,0.3116883116883117,6
6609,6,1,2,1.0,2,0,1,0,17,89.0,1.0,1.0,48.00000000000005,0,0.2207792207792208,5
6610,5,1,2,1.0,2,1,1,1,27,99.0,1.0,1.0,89.99999999999967,1,0.2857142857142857,6
6611,6,2,5,2.0,2,1,1,0,2,90.0,2.0,2.0,186.00000000000009,1,0.2857142857142857,4
6612,6,1,3,1.0,1,1,1,0,33,98.0,1.0,3.0,79.0,1,0.2207792207792208,8
6613,6,2,3,1.0,2,1,1,0,5,92.0,1.0,1.0,220.00000000000043,0,0.14285714285714285,6
6615,6,2,2,1.0,0,1,1,0,2,90.0,0.0,1.0,279.99999999999994,0,0.012987012987012988,9
6618,6,2,2,1.0,0,1,1,1,3,100.0,1.0,1.0,175.00000000000009,1,0.15584415584415584,9
6619,1,0,1,1.0,2,0,1,0,34,100.0,1.0,1.0,99.0,1,0.2077922077922078,8
6620,6,0,2,1.5,0,1,1,0,8,100.0,1.0,1.0,199.99999999999991,0,0.1948051948051948,9
6622,4,1,2,1.0,2,1,1,0,2,100.0,1.0,1.0,79.99999999999997,1,0.3116883116883117,7
6623,6,2,3,1.0,1,1,1,1,140,96.0,1.0,1.0,104.99999999999996,1,0.24675324675324675,5
6626,6,1,4,2.0,1,1,1,0,25,98.0,1.0,2.0,70.00000000000003,1,0.3376623376623377,3
6627,5,1,2,1.0,1,1,1,1,99,95.0,1.0,1.0,102.00000000000004,1,0.2597402597402597,6
6628,6,2,2,1.0,2,1,0,0,14,100.0,1.0,1.0,198.0,0,0.18181818181818185,9
6629,6,1,2,1.0,2,1,1,0,114,89.0,1.0,1.0,99.0,0,0.06493506493506493,9
6630,6,2,2,1.0,0,1,1,0,24,95.0,0.0,2.0,79.99999999999997,0,0.2077922077922078,7
6631,6,1,2,1.0,1,1,1,1,6,97.0,1.0,1.0,74.99999999999997,1,0.15584415584415584,9
